Season,Week,GameStatus,Day,Date,AwayTeam,AwayScore,AwayWin,HomeTeam,HomeScore,HomeWin,AwaySeeding,HomeSeeding,PostSeason,AwayWins,AwayLosses,HomeWins,HomeLosses,FullDate,HomeRestDays,AwayRestDays,H2H_HomeWinPct,HomeRollingScore,HomeRollingDefense,AwayRollingScore,AwayRollingDefense
2017,Week 3,FINAL,SUN,09/24,Seahawks,27.0,0.0,Titans,33.0,1.0,0.0,0.0,0,1,2,2,1,2017-09-24 00:00:00,7.0,7.0,1.0,22.25,24.5,10.5,13.0
2017,Week 3,FINAL,SUN,09/24,Bengals,24.0,0.0,Packers,27.0,1.0,0.0,0.0,0,0,3,2,1,2017-09-24 00:00:00,7.0,10.0,0.5,20.0,21.5,4.5,16.5
2017,Week 3,FINAL,SUN,09/24,Ravens,7.0,0.0,Jaguars,44.0,1.0,0.0,0.0,0,2,1,2,1,2017-09-24 00:00:00,7.0,7.0,0.5,24.0,22.6,22.0,5.0
2017,Week 3,FINAL,SUN,09/24,Broncos,16.0,0.0,Bills,26.0,1.0,0.0,0.0,0,2,1,2,1,2017-09-24 00:00:00,7.0,7.0,1.0,9.0,10.333333333333334,33.0,19.0
2020,Week 3,FINAL,THU,09/24,Dolphins,31.0,1.0,Jaguars,13.0,0.0,0.0,0.0,0,1,2,1,2,2020-09-24 00:00:00,4.0,4.0,0.0,24.2,25.0,26.0,33.4
2018,Week 3,FINAL,MON,09/24,Steelers,30.0,1.0,Buccaneers,27.0,0.0,0.0,0.0,0,1,1,2,1,2018-09-24 00:00:00,8.0,8.0,0.5,29.2,26.2,28.8,24.0
2017,Week 3,FINAL,SUN,09/24,Steelers,17.0,0.0,Bears,23.0,1.0,0.0,0.0,0,2,1,1,2,2017-09-24 00:00:00,7.0,7.0,0.5,12.0,26.0,29.666666666666668,24.0
2017,Week 3,FINAL,SUN,09/24,Saints,34.0,1.0,Panthers,13.0,0.0,0.0,0.0,0,1,2,2,1,2017-09-24 00:00:00,7.0,7.0,0.2857142857142857,19.333333333333332,12.333333333333334,23.5,30.0
2017,Week 3,FINAL,SUN,09/24,Browns,28.0,0.0,Colts,31.0,1.0,0.0,0.0,0,0,3,1,2,2017-09-24 00:00:00,7.0,7.0,0.5,11.0,31.0,14.0,22.5
2017,Week 3,FINAL,SUN,09/24,Texans,33.0,0.0,Patriots,36.0,1.0,0.0,0.0,0,1,2,2,1,2017-09-24 00:00:00,7.0,10.0,1.0,31.0,27.4,10.0,19.0
2017,Week 3,FINAL,SUN,09/24,Buccaneers,17.0,0.0,Vikings,34.0,1.0,0.0,0.0,0,1,1,2,1,2017-09-24 00:00:00,7.0,7.0,0.0,18.5,26.75,29.0,7.0
2017,Week 3,FINAL,SUN,09/24,Falcons,30.0,1.0,Lions,26.0,0.0,0.0,0.0,0,3,0,2,1,2017-09-24 00:00:00,6.0,7.0,1.0,29.5,16.5,23.25,17.0
2017,Week 3,FINAL,SUN,09/24,Dolphins,6.0,0.0,Jets,20.0,1.0,0.0,0.0,0,1,1,1,2,2017-09-24 00:00:00,7.0,7.0,0.3333333333333333,16.0,33.0,19.0,17.0
2022,Week 3,FINAL,SUN,09/25,Packers,14.0,1.0,Buccaneers,12.0,0.0,0.0,0.0,0,2,1,2,1,2022-09-25 00:00:00,7.0,7.0,1.0,20.0,19.6,23.0,18.4
2022,Week 3,FINAL,SUN,09/25,Saints,14.0,0.0,Panthers,22.0,1.0,0.0,0.0,0,1,2,1,2,2022-09-25 00:00:00,7.0,7.0,0.25,16.0,22.8,13.4,17.2
2022,Week 3,FINAL,SUN,09/25,Texans,20.0,0.0,Bears,23.0,1.0,0.0,0.0,0,0,2,2,1,2022-09-25 00:00:00,7.0,7.0,0.0,15.4,26.2,21.0,25.4
2022,Week 3,FINAL,SUN,09/25,Chiefs,17.0,0.0,Colts,20.0,1.0,0.0,0.0,0,2,1,1,1,2022-09-25 00:00:00,7.0,10.0,0.0,16.6,26.0,31.8,24.0
2022,Week 3,FINAL,SUN,09/25,Bills,19.0,0.0,Dolphins,21.0,1.0,0.0,0.0,0,2,1,3,0,2022-09-25 00:00:00,7.0,6.0,0.0,25.0,21.6,30.2,19.6
2022,Week 3,FINAL,SUN,09/25,Lions,24.0,0.0,Vikings,28.0,1.0,0.0,0.0,0,1,2,2,1,2022-09-25 00:00:00,6.0,7.0,0.3333333333333333,20.0,23.2,29.6,22.2
2022,Week 3,FINAL,SUN,09/25,Eagles,24.0,1.0,Commanders,8.0,0.0,0.0,0.0,0,3,0,1,2,2022-09-25 00:00:00,7.0,6.0,0.0,22.75,22.0,33.2,18.8
2022,Week 3,FINAL,SUN,09/25,Bengals,27.0,1.0,Jets,12.0,0.0,0.0,0.0,0,1,2,1,2,2022-09-25 00:00:00,7.0,7.0,0.5,15.6,21.8,21.6,18.6
2023,Week 3,FINAL,MON,09/25,Eagles,25.0,1.0,Buccaneers,11.0,0.0,0.0,0.0,0,3,0,2,1,2023-09-25 00:00:00,8.0,11.0,1.0,22.2,14.8,22.4,29.4
2023,Week 3,FINAL,MON,09/25,Rams,16.0,0.0,Bengals,19.0,1.0,0.0,0.0,0,1,2,1,2,2023-09-25 00:00:00,8.0,8.0,0.0,22.8,21.2,29.6,20.2
2022,Week 3,FINAL,SUN,09/25,Ravens,37.0,1.0,Patriots,26.0,0.0,0.0,0.0,0,2,1,1,2,2022-09-25 00:00:00,7.0,7.0,0.5,18.2,24.6,21.6,23.6
2022,Week 3,FINAL,SUN,09/25,Jaguars,38.0,1.0,Chargers,10.0,0.0,0.0,0.0,0,2,1,1,2,2022-09-25 00:00:00,10.0,7.0,0.0,27.4,23.6,23.4,20.2
2022,Week 3,FINAL,SUN,09/25,Rams,20.0,1.0,Cardinals,12.0,0.0,0.0,0.0,0,2,1,1,2,2022-09-25 00:00:00,7.0,7.0,0.25,19.6,29.4,19.4,26.2
2022,Week 3,FINAL,SUN,09/25,49ers,10.0,0.0,Broncos,11.0,1.0,0.0,0.0,0,1,2,2,1,2022-09-25 00:00:00,7.0,7.0,0.5,20.0,19.6,20.8,18.4
2017,Week 3,FINAL,MON,09/25,Cowboys,28.0,1.0,Cardinals,17.0,0.0,0.0,0.0,0,2,1,1,2,2017-09-25 00:00:00,8.0,8.0,1.0,19.5,24.0,18.0,22.5
2025,Week 4,FINAL,THU,09/25,Seahawks,23.0,1.0,Cardinals,20.0,0.0,0.0,0.0,0,3,1,2,2,2025-09-25 00:00:00,4.0,4.0,0.0,20.2,20.0,23.6,15.4
2022,Week 3,FINAL,SUN,09/25,Raiders,22.0,0.0,Titans,24.0,1.0,0.0,0.0,0,0,3,1,2,2022-09-25 00:00:00,6.0,7.0,0.0,15.2,23.6,21.2,26.8
2022,Week 3,FINAL,SUN,09/25,Falcons,27.0,1.0,Seahawks,23.0,0.0,0.0,0.0,0,1,2,1,2,2022-09-25 00:00:00,7.0,7.0,1.0,17.8,21.2,24.6,22.0
2021,Week 3,FINAL,SUN,09/26,Cardinals,31.0,1.0,Jaguars,19.0,0.0,0.0,0.0,0,3,0,0,3,2021-09-26 00:00:00,7.0,7.0,0.5,17.4,32.4,27.6,28.0
2021,Week 3,FINAL,SUN,09/26,Buccaneers,24.0,0.0,Rams,34.0,1.0,0.0,0.0,0,2,1,3,0,2021-09-26 00:00:00,7.0,7.0,1.0,26.8,20.4,35.6,23.2
2021,Week 3,FINAL,SUN,09/26,Packers,30.0,1.0,49ers,28.0,0.0,0.0,0.0,0,2,1,2,1,2021-09-26 00:00:00,7.0,6.0,1.0,22.2,18.2,23.0,23.0
2021,Week 3,FINAL,SUN,09/26,Ravens,19.0,1.0,Lions,17.0,0.0,0.0,0.0,0,2,1,0,3,2021-09-26 00:00:00,6.0,7.0,1.0,24.6,40.8,24.4,23.4
2022,Week 3,FINAL,MON,09/26,Cowboys,23.0,1.0,Giants,16.0,0.0,0.0,0.0,0,2,1,2,1,2022-09-26 00:00:00,8.0,8.0,0.16666666666666666,18.8,24.0,14.4,19.0
2021,Week 3,FINAL,SUN,09/26,Football Team,21.0,0.0,Bills,43.0,1.0,0.0,0.0,0,1,2,2,1,2021-09-26 00:00:00,7.0,10.0,0.5,32.2,18.4,19.4,19.2
2021,Week 3,FINAL,SUN,09/26,Bears,6.0,0.0,Browns,26.0,1.0,0.0,0.0,0,1,2,2,1,2021-09-26 00:00:00,7.0,7.0,0.5,22.2,23.8,24.2,20.4
2021,Week 3,FINAL,SUN,09/26,Seahawks,17.0,0.0,Vikings,30.0,1.0,0.0,0.0,0,1,2,1,2,2021-09-26 00:00:00,7.0,7.0,0.5,26.2,33.4,33.4,23.4
2021,Week 3,FINAL,SUN,09/26,Bengals,24.0,1.0,Steelers,10.0,0.0,0.0,0.0,0,2,1,1,2,2021-09-26 00:00:00,7.0,7.0,0.5,20.6,22.2,22.0,21.4
2019,Week 4,FINAL,THU,09/26,Eagles,34.0,1.0,Packers,27.0,0.0,0.0,0.0,0,2,2,3,1,2019-09-26 00:00:00,4.0,4.0,0.0,21.2,19.0,21.8,19.0
2021,Week 3,FINAL,SUN,09/26,Dolphins,28.0,0.0,Raiders,31.0,1.0,0.0,0.0,0,1,2,3,0,2021-09-26 00:00:00,7.0,7.0,0.0,27.2,24.4,15.8,26.8
2021,Week 3,FINAL,SUN,09/26,Jets,0.0,0.0,Broncos,26.0,1.0,0.0,0.0,0,0,3,3,0,2021-09-26 00:00:00,7.0,7.0,0.5,20.6,21.4,15.4,23.0
2024,Week 4,FINAL,THU,09/26,Cowboys,20.0,1.0,Giants,15.0,0.0,0.0,0.0,0,2,2,1,3,2024-09-26 00:00:00,4.0,4.0,0.14285714285714285,16.6,22.0,23.2,26.2
2021,Week 3,FINAL,SUN,09/26,Colts,16.0,0.0,Titans,25.0,1.0,0.0,0.0,0,0,3,2,1,2021-09-26 00:00:00,7.0,7.0,0.0,24.8,23.0,19.0,26.4
2021,Week 3,FINAL,SUN,09/26,Falcons,17.0,1.0,Giants,14.0,0.0,0.0,0.0,0,1,2,0,3,2021-09-26 00:00:00,10.0,7.0,0.5,13.0,27.0,16.0,31.2
2021,Week 3,FINAL,SUN,09/26,Chargers,30.0,1.0,Chiefs,24.0,0.0,0.0,0.0,0,2,1,1,2,2021-09-26 00:00:00,7.0,7.0,0.7142857142857143,35.2,29.8,24.4,20.0
2021,Week 3,FINAL,SUN,09/26,Saints,28.0,1.0,Patriots,13.0,0.0,0.0,0.0,0,2,1,1,2,2021-09-26 00:00:00,7.0,7.0,1.0,26.4,22.6,29.0,18.4
2020,Week 3,FINAL,SUN,09/27,Raiders,20.0,0.0,Patriots,36.0,1.0,0.0,0.0,0,2,1,2,1,2020-09-27 00:00:00,7.0,6.0,0.0,25.4,20.8,27.8,23.6
2020,Week 3,FINAL,SUN,09/27,Football Team,20.0,0.0,Browns,34.0,1.0,0.0,0.0,0,1,2,2,1,2020-09-27 00:00:00,10.0,7.0,0.5,26.0,29.8,21.25,23.0
2018,Week 4,FINAL,THU,09/27,Vikings,31.0,0.0,Rams,38.0,1.0,0.0,0.0,0,1,2,4,0,2018-09-27 00:00:00,4.0,4.0,1.0,26.2,14.4,19.6,16.4
2020,Week 3,FINAL,SUN,09/27,Titans,31.0,1.0,Vikings,30.0,0.0,0.0,0.0,0,3,0,0,3,2020-09-27 00:00:00,7.0,7.0,0.5,22.2,30.0,27.6,23.2
2020,Week 3,FINAL,SUN,09/27,Rams,32.0,0.0,Bills,35.0,1.0,0.0,0.0,0,2,1,3,0,2020-09-27 00:00:00,7.0,7.0,1.0,25.2,22.0,24.6,19.0
2020,Week 3,FINAL,SUN,09/27,Lions,26.0,1.0,Cardinals,23.0,0.0,0.0,0.0,0,1,2,2,1,2020-09-27 00:00:00,7.0,7.0,0.0,22.4,19.4,23.2,31.2
2020,Week 3,FINAL,SUN,09/27,49ers,36.0,1.0,Giants,9.0,0.0,0.0,0.0,0,2,1,0,3,2020-09-27 00:00:00,7.0,7.0,0.0,22.0,26.2,26.8,23.0
2020,Week 3,FINAL,SUN,09/27,Bengals,23.0,0.0,Eagles,23.0,0.0,0.0,0.0,0,0,2,0,2,2020-09-27 00:00:00,7.0,10.0,0.5,20.2,22.0,22.8,30.0
2020,Week 3,FINAL,SUN,09/27,Texans,21.0,0.0,Steelers,28.0,1.0,0.0,0.0,0,0,3,3,0,2020-09-27 00:00:00,7.0,7.0,0.5,24.2,27.4,22.2,32.6
2020,Week 3,FINAL,SUN,09/27,Buccaneers,28.0,1.0,Broncos,10.0,0.0,0.0,0.0,0,2,1,0,3,2020-09-27 00:00:00,7.0,7.0,1.0,21.8,21.2,29.2,21.2
2020,Week 3,FINAL,SUN,09/27,Jets,7.0,0.0,Colts,36.0,1.0,0.0,0.0,0,0,3,2,1,2020-09-27 00:00:00,7.0,7.0,0.5,24.0,23.4,14.6,20.4
2020,Week 3,FINAL,SUN,09/27,Panthers,21.0,1.0,Chargers,16.0,0.0,0.0,0.0,0,1,2,1,2,2020-09-27 00:00:00,7.0,7.0,1.0,22.4,22.4,14.0,35.6
2020,Week 3,FINAL,SUN,09/27,Cowboys,31.0,0.0,Seahawks,38.0,1.0,0.0,0.0,0,1,2,3,0,2020-09-27 00:00:00,7.0,7.0,0.5,28.0,26.8,26.4,23.0
2021,Week 3,FINAL,MON,09/27,Eagles,21.0,0.0,Cowboys,41.0,1.0,0.0,0.0,0,1,2,2,1,2021-09-27 00:00:00,8.0,8.0,0.5,27.8,24.4,20.8,24.2
2020,Week 3,FINAL,SUN,09/27,Bears,30.0,1.0,Falcons,26.0,0.0,0.0,0.0,0,3,0,0,3,2020-09-27 00:00:00,7.0,7.0,1.0,28.6,31.2,18.0,22.2
2020,Week 3,FINAL,SUN,09/27,Packers,37.0,1.0,Saints,30.0,0.0,0.0,0.0,0,3,0,1,2,2020-09-27 00:00:00,6.0,7.0,0.5,26.4,20.6,35.6,24.0
2020,Week 3,FINAL,MON,09/28,Chiefs,34.0,1.0,Ravens,20.0,0.0,0.0,0.0,0,3,0,2,1,2020-09-28 00:00:00,8.0,8.0,0.25,26.4,11.0,25.2,22.4
2017,Week 4,FINAL,THU,09/28,Bears,14.0,0.0,Packers,35.0,1.0,0.0,0.0,0,1,3,3,1,2017-09-28 00:00:00,4.0,4.0,0.8571428571428571,22.333333333333332,22.333333333333332,15.666666666666666,23.0
2025,Week 4,FINAL,SUN,09/28,Jaguars,26.0,1.0,49ers,21.0,0.0,0.0,0.0,0,3,1,3,1,2025-09-28 00:00:00,7.0,7.0,0.5,22.0,23.6,20.8,16.6
2025,Week 4,FINAL,SUN,09/28,Ravens,20.0,0.0,Chiefs,37.0,1.0,0.0,0.0,0,1,3,2,2,2025-09-28 00:00:00,7.0,6.0,0.8,23.2,17.0,35.2,23.0
2025,Week 4,FINAL,SUN,09/28,Saints,19.0,0.0,Bills,31.0,1.0,0.0,0.0,0,0,4,4,0,2025-09-28 00:00:00,10.0,7.0,0.5,33.2,21.2,11.4,29.8
2025,Week 4,FINAL,SUN,09/28,Titans,0.0,0.0,Texans,26.0,1.0,0.0,0.0,0,0,4,1,3,2025-09-28 00:00:00,7.0,7.0,0.25,11.8,21.8,18.8,30.4
2025,Week 4,FINAL,SUN,09/28,Packers,40.0,0.0,Cowboys,40.0,0.0,0.0,0.0,0,2,1,1,2,2025-09-28 00:00:00,7.0,7.0,0.0,21.4,31.4,24.6,14.2
2025,Week 4,FINAL,SUN,09/28,Eagles,31.0,1.0,Buccaneers,25.0,0.0,0.0,0.0,0,4,0,3,1,2025-09-28 00:00:00,7.0,7.0,0.75,28.8,21.2,30.2,21.2
2025,Week 4,FINAL,SUN,09/28,Browns,10.0,0.0,Lions,34.0,1.0,0.0,0.0,0,1,3,3,1,2025-09-28 00:00:00,6.0,7.0,0.5,35.4,25.8,11.0,22.4
2023,Week 4,FINAL,THU,09/28,Lions,34.0,1.0,Packers,20.0,0.0,0.0,0.0,0,3,1,2,2,2023-09-28 00:00:00,4.0,4.0,0.6,29.8,23.6,26.8,24.0
2025,Week 4,FINAL,SUN,09/28,Vikings,21.0,0.0,Steelers,24.0,1.0,0.0,0.0,0,2,2,3,1,2025-09-28 00:00:00,7.0,7.0,1.0,19.8,28.0,27.0,21.0
2025,Week 4,FINAL,SUN,09/28,Commanders,27.0,0.0,Falcons,34.0,1.0,0.0,0.0,0,2,2,2,2,2025-09-28 00:00:00,7.0,7.0,0.5,20.0,19.2,29.2,22.8
2025,Week 4,FINAL,SUN,09/28,Chargers,18.0,0.0,Giants,21.0,1.0,0.0,0.0,0,3,1,1,3,2025-09-28 00:00:00,7.0,7.0,0.5,20.8,30.0,28.8,16.8
2025,Week 4,FINAL,SUN,09/28,Colts,20.0,0.0,Rams,27.0,1.0,0.0,0.0,0,3,1,3,1,2025-09-28 00:00:00,7.0,7.0,1.0,21.0,15.8,34.8,26.2
2025,Week 4,FINAL,SUN,09/28,Bears,25.0,1.0,Raiders,24.0,0.0,0.0,0.0,0,2,2,1,3,2025-09-28 00:00:00,7.0,7.0,0.5,19.4,19.6,19.2,26.6
2025,Week 4,FINAL,SUN,09/28,Panthers,13.0,0.0,Patriots,42.0,1.0,0.0,0.0,0,1,3,2,2,2025-09-28 00:00:00,7.0,7.0,0.5,17.6,26.4,22.4,26.2
2019,Week 4,FINAL,SUN,09/29,Redskins,3.0,0.0,Giants,24.0,1.0,0.0,0.0,0,0,4,2,2,2019-09-29 00:00:00,7.0,6.0,0.5,25.0,31.6,15.8,28.6
2024,Week 4,FINAL,SUN,09/29,Saints,24.0,0.0,Falcons,26.0,1.0,0.0,0.0,0,2,2,2,2,2024-09-29 00:00:00,7.0,7.0,0.0,20.8,28.4,29.0,16.8
2024,Week 4,FINAL,SUN,09/29,Browns,16.0,0.0,Raiders,20.0,1.0,0.0,0.0,0,1,3,2,2,2024-09-29 00:00:00,7.0,7.0,0.5,19.6,27.6,19.4,24.4
2024,Week 4,FINAL,SUN,09/29,Chiefs,17.0,1.0,Chargers,10.0,0.0,0.0,0.0,0,4,0,2,2,2024-09-29 00:00:00,7.0,7.0,0.375,20.8,17.0,25.8,26.2
2024,Week 4,FINAL,SUN,09/29,Patriots,13.0,0.0,49ers,30.0,1.0,0.0,0.0,0,1,3,2,2,2024-09-29 00:00:00,7.0,10.0,0.5,24.8,25.2,16.6,20.0
2024,Week 4,FINAL,SUN,09/29,Commanders,42.0,1.0,Cardinals,14.0,0.0,0.0,0.0,0,3,1,1,3,2024-09-29 00:00:00,7.0,6.0,0.0,32.8,23.8,29.4,34.8
2024,Week 4,FINAL,SUN,09/29,Eagles,16.0,0.0,Buccaneers,33.0,1.0,0.0,0.0,0,2,2,3,1,2024-09-29 00:00:00,7.0,7.0,0.6,22.2,20.8,33.0,21.6
2024,Week 4,FINAL,SUN,09/29,Broncos,10.0,1.0,Jets,9.0,0.0,0.0,0.0,0,2,2,2,2,2024-09-29 00:00:00,10.0,7.0,0.0,23.8,21.8,19.4,15.4
2024,Week 4,FINAL,SUN,09/29,Steelers,24.0,0.0,Colts,27.0,1.0,0.0,0.0,0,3,1,2,2,2024-09-29 00:00:00,7.0,7.0,0.5,21.4,20.8,16.4,14.6
2024,Week 4,FINAL,SUN,09/29,Jaguars,20.0,0.0,Texans,24.0,1.0,0.0,0.0,0,0,4,3,1,2024-09-29 00:00:00,7.0,6.0,0.5,20.2,21.8,17.8,22.2
2024,Week 4,FINAL,SUN,09/29,Vikings,31.0,1.0,Packers,29.0,0.0,0.0,0.0,0,4,0,2,2,2024-09-29 00:00:00,7.0,7.0,0.8,21.4,20.8,20.6,17.6
2024,Week 4,FINAL,SUN,09/29,Rams,18.0,0.0,Bears,24.0,1.0,0.0,0.0,0,1,3,2,2,2024-09-29 00:00:00,7.0,7.0,0.0,22.8,19.2,21.2,25.6
2024,Week 4,FINAL,SUN,09/29,Bengals,34.0,1.0,Panthers,24.0,0.0,0.0,0.0,0,1,3,1,3,2024-09-29 00:00:00,7.0,6.0,1.0,18.6,31.8,20.8,24.4
2025,Week 4,FINAL,MON,09/29,Jets,21.0,0.0,Dolphins,27.0,1.0,0.0,0.0,0,0,4,1,3,2025-09-29 00:00:00,11.0,8.0,0.5,21.0,23.4,18.4,30.4
2025,Week 4,FINAL,MON,09/29,Bengals,3.0,0.0,Broncos,28.0,1.0,0.0,0.0,0,2,2,2,2,2025-09-29 00:00:00,8.0,8.0,0.5,23.8,25.6,22.4,24.2
2019,Week 4,FINAL,SUN,09/29,Cowboys,10.0,0.0,Saints,12.0,1.0,0.0,0.0,0,3,1,3,1,2019-09-29 00:00:00,7.0,7.0,1.0,21.2,28.2,32.0,19.8
2019,Week 4,FINAL,SUN,09/29,Chiefs,34.0,1.0,Lions,30.0,0.0,0.0,0.0,0,4,0,2,1,2019-09-29 00:00:00,7.0,7.0,1.0,21.4,17.6,33.4,21.6
2019,Week 4,FINAL,SUN,09/29,Titans,24.0,1.0,Falcons,10.0,0.0,0.0,0.0,0,2,2,1,3,2019-09-29 00:00:00,7.0,10.0,0.5,23.6,23.4,23.8,19.8
2019,Week 4,FINAL,SUN,09/29,Browns,40.0,1.0,Ravens,25.0,0.0,0.0,0.0,0,2,2,2,2,2019-09-29 00:00:00,7.0,7.0,1.0,29.6,22.4,19.8,22.0
2019,Week 4,FINAL,SUN,09/29,Vikings,6.0,0.0,Bears,16.0,1.0,0.0,0.0,0,2,2,3,1,2019-09-29 00:00:00,6.0,7.0,0.0,17.6,11.6,22.8,18.8
2019,Week 4,FINAL,SUN,09/29,Patriots,16.0,1.0,Bills,10.0,0.0,0.0,0.0,0,4,0,3,1,2019-09-29 00:00:00,7.0,7.0,0.6666666666666666,25.4,17.2,31.4,8.0
2019,Week 4,FINAL,SUN,09/29,Panthers,16.0,1.0,Texans,10.0,0.0,0.0,0.0,0,2,2,2,2,2019-09-29 00:00:00,7.0,7.0,0.0,24.2,26.4,24.4,21.6
2019,Week 4,FINAL,SUN,09/29,Jaguars,26.0,1.0,Broncos,24.0,0.0,0.0,0.0,0,2,2,0,4,2019-09-29 00:00:00,7.0,10.0,1.0,13.8,23.4,15.6,17.4
2019,Week 4,FINAL,SUN,09/29,Buccaneers,55.0,1.0,Rams,40.0,0.0,0.0,0.0,0,2,2,3,1,2019-09-29 00:00:00,7.0,7.0,1.0,31.2,18.0,24.0,27.6
2019,Week 4,FINAL,SUN,09/29,Seahawks,27.0,1.0,Cardinals,10.0,0.0,0.0,0.0,0,3,1,0,3,2019-09-29 00:00:00,7.0,7.0,0.0,19.4,29.2,23.2,23.2
2024,Week 4,FINAL,SUN,09/29,Bills,10.0,0.0,Ravens,35.0,1.0,0.0,0.0,0,3,1,2,2,2024-09-29 00:00:00,7.0,6.0,0.25,24.8,23.8,33.6,21.0
2019,Week 4,FINAL,SUN,09/29,Chargers,30.0,1.0,Dolphins,10.0,0.0,0.0,0.0,0,2,2,0,4,2019-09-29 00:00:00,7.0,7.0,1.0,8.0,38.4,18.6,19.0
2019,Week 4,FINAL,SUN,09/29,Raiders,31.0,1.0,Colts,24.0,0.0,0.0,0.0,0,2,2,2,2,2019-09-29 00:00:00,7.0,7.0,0.0,26.2,23.0,15.6,25.4
2022,Week 4,FINAL,THU,09/29,Dolphins,15.0,0.0,Bengals,27.0,1.0,0.0,0.0,0,3,1,2,2,2022-09-29 00:00:00,4.0,4.0,0.5,22.2,17.6,25.0,20.8
2018,Week 4,FINAL,SUN,09/30,Seahawks,20.0,1.0,Cardinals,17.0,0.0,0.0,0.0,0,2,2,0,4,2018-09-30 00:00:00,7.0,7.0,0.0,13.8,19.6,22.2,22.8
2018,Week 4,FINAL,SUN,09/30,Eagles,23.0,0.0,Titans,26.0,1.0,0.0,0.0,0,2,2,3,1,2018-09-30 00:00:00,7.0,7.0,0.5,17.4,17.4,17.8,18.0
2018,Week 4,FINAL,SUN,09/30,Dolphins,7.0,0.0,Patriots,38.0,1.0,0.0,0.0,0,3,1,2,2,2018-09-30 00:00:00,7.0,7.0,0.5,21.4,22.2,20.8,20.6
2018,Week 4,FINAL,SUN,09/30,Saints,33.0,1.0,Giants,18.0,0.0,0.0,0.0,0,3,1,1,3,2018-09-30 00:00:00,7.0,7.0,0.5,14.6,19.0,29.4,28.6
2018,Week 4,FINAL,SUN,09/30,Jets,12.0,0.0,Jaguars,31.0,1.0,0.0,0.0,0,1,3,3,1,2018-09-30 00:00:00,7.0,10.0,0.5,20.0,20.6,18.0,19.6
2018,Week 4,FINAL,SUN,09/30,Texans,37.0,1.0,Colts,34.0,0.0,0.0,0.0,0,1,3,1,3,2018-09-30 00:00:00,7.0,7.0,0.4,18.8,20.2,15.8,23.4
2018,Week 4,FINAL,SUN,09/30,49ers,27.0,0.0,Chargers,29.0,1.0,0.0,0.0,0,1,3,2,2,2018-09-30 00:00:00,7.0,7.0,0.5,26.6,30.2,30.2,27.0
2024,Week 4,FINAL,MON,09/30,Titans,31.0,1.0,Dolphins,12.0,0.0,0.0,0.0,0,1,3,1,3,2024-09-30 00:00:00,8.0,8.0,0.5,14.4,32.0,13.0,25.4
2018,Week 4,FINAL,SUN,09/30,Ravens,26.0,1.0,Steelers,14.0,0.0,0.0,0.0,0,3,1,1,2,2018-09-30 00:00:00,6.0,7.0,0.75,30.0,24.0,28.2,21.0
2018,Week 4,FINAL,SUN,09/30,Browns,42.0,0.0,Raiders,45.0,1.0,0.0,0.0,0,1,2,1,3,2018-09-30 00:00:00,7.0,10.0,1.0,14.4,26.0,17.4,21.4
2021,Week 4,FINAL,THU,09/30,Jaguars,21.0,0.0,Bengals,24.0,1.0,0.0,0.0,0,0,4,3,1,2021-09-30 00:00:00,4.0,4.0,1.0,23.0,20.2,17.8,30.4
2019,Week 4,FINAL,MON,09/30,Bengals,3.0,0.0,Steelers,27.0,1.0,0.0,0.0,0,0,4,1,3,2019-09-30 00:00:00,8.0,8.0,0.3333333333333333,18.6,25.8,17.0,25.0
2018,Week 4,FINAL,SUN,09/30,Bengals,37.0,1.0,Falcons,36.0,0.0,0.0,0.0,0,3,1,1,3,2018-09-30 00:00:00,7.0,7.0,0.5,23.0,23.6,29.2,24.2
2018,Week 4,FINAL,SUN,09/30,Buccaneers,10.0,0.0,Bears,48.0,1.0,0.0,0.0,0,2,2,3,1,2018-09-30 00:00:00,7.0,6.0,0.0,17.6,18.8,30.4,27.4
2018,Week 4,FINAL,SUN,09/30,Bills,0.0,0.0,Packers,22.0,1.0,0.0,0.0,0,1,3,2,1,2018-09-30 00:00:00,7.0,7.0,0.5,16.2,26.8,17.6,27.4
2024,Week 4,FINAL,MON,09/30,Seahawks,29.0,0.0,Lions,42.0,1.0,0.0,0.0,0,3,1,3,1,2024-09-30 00:00:00,8.0,8.0,0.0,24.8,21.4,25.2,19.6
2018,Week 4,FINAL,SUN,09/30,Lions,24.0,0.0,Cowboys,26.0,1.0,0.0,0.0,0,1,3,2,2,2018-09-30 00:00:00,7.0,7.0,0.5,17.4,21.0,24.4,25.0
2018,Week 4,FINAL,MON,10/01,Chiefs,27.0,1.0,Broncos,23.0,0.0,0.0,0.0,0,4,0,2,2,2018-10-01 00:00:00,8.0,8.0,0.3333333333333333,19.2,24.8,36.0,28.4
2023,Week 4,FINAL,SUN,10/01,Rams,29.0,1.0,Colts,23.0,0.0,0.0,0.0,0,2,2,2,2,2023-10-01 00:00:00,7.0,6.0,0.0,19.2,22.6,22.6,21.2
2023,Week 4,FINAL,SUN,10/01,Buccaneers,26.0,1.0,Saints,9.0,0.0,0.0,0.0,0,3,1,2,2,2023-10-01 00:00:00,7.0,6.0,0.2,23.6,15.4,22.6,19.8
2017,Week 4,FINAL,SUN,10/01,Titans,14.0,0.0,Texans,57.0,1.0,0.0,0.0,0,2,2,2,2,2017-10-01 00:00:00,7.0,7.0,0.4,17.666666666666668,24.666666666666668,24.4,25.0
